pmid	doi	publisher_bucket	artifact_type	target_url	rationale	expected_local_action
32835795	10.1016/j.cmi.2020.08.021	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
32835795	10.1016/j.cmi.2020.08.021	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
33771725	10.1016/j.meegid.2021.104816	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
33771725	10.1016/j.meegid.2021.104816	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
36717332	10.1016/j.jcf.2023.01.013	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
36717332	10.1016/j.jcf.2023.01.013	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
36868056	10.1016/j.ejca.2023.01.024	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
36868056	10.1016/j.ejca.2023.01.024	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37004750	10.1016/j.mucimm.2023.03.006	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37004750	10.1016/j.mucimm.2023.03.006	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37380012	10.1016/j.anaerobe.2023.102757	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37380012	10.1016/j.anaerobe.2023.102757	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37586618	10.1016/j.phrs.2023.106891	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37586618	10.1016/j.phrs.2023.106891	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37806638	10.1016/j.anaerobe.2023.102784	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37806638	10.1016/j.anaerobe.2023.102784	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37832390	10.1016/j.cca.2023.117591	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37832390	10.1016/j.cca.2023.117591	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37980216	10.1016/j.clcc.2023.10.004	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
37980216	10.1016/j.clcc.2023.10.004	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
33575112	10.1016/j.omtn.2020.12.017	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
33607296	10.1016/j.gpb.2020.06.015	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
34188781	10.1016/j.csbj.2021.05.049	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
34706245	10.1016/j.celrep.2021.109886	elsevier-or-cell_press	supp	https://www.cell.com/cell-reports/fulltext/{PII}	Cell Press supp (celrep) — supp files at https://www.cell.com/cms/10.1016/j.celrep.2021.109886/attachment/{uuid}/mmc{N}.{ext} ; uuid is per-file and only discoverable by parsing the fulltext HTML.	1) Look for a pre-cached manifest at data/papers/PMID_{pmid}/supp/manifest_pending_playwright.tsv (written by publisher plugin if it managed a landing fetch). If it exists, download each URL and skip HTML-parse. Otherwise: 2) fetch fulltext HTML via CrossRef -> PII -> https://www.cell.com/cell-reports/fulltext/{PII} in primed Chrome; 3) regex-extract 'https://www.cell.com/cms/10.1016/j.celrep.2021.109886/attachment/<uuid>/mmc<N>.<ext>' URLs; 4) navigate each in the same browser to trigger download; 5) magic-check (%PDF/PK/…); 6) write to data/papers/PMID_{pmid}/supp/<mmc*.ext>.
37130517	10.1016/j.chom.2023.04.007	elsevier-or-cell_press	supp	https://www.cell.com/cell-host-microbe/fulltext/{PII}	Cell Press supp (chom) — supp files at https://www.cell.com/cms/10.1016/j.chom.2023.04.007/attachment/{uuid}/mmc{N}.{ext} ; uuid is per-file and only discoverable by parsing the fulltext HTML.	1) Look for a pre-cached manifest at data/papers/PMID_{pmid}/supp/manifest_pending_playwright.tsv (written by publisher plugin if it managed a landing fetch). If it exists, download each URL and skip HTML-parse. Otherwise: 2) fetch fulltext HTML via CrossRef -> PII -> https://www.cell.com/cell-host-microbe/fulltext/{PII} in primed Chrome; 3) regex-extract 'https://www.cell.com/cms/10.1016/j.chom.2023.04.007/attachment/<uuid>/mmc<N>.<ext>' URLs; 4) navigate each in the same browser to trigger download; 5) magic-check (%PDF/PK/…); 6) write to data/papers/PMID_{pmid}/supp/<mmc*.ext>.
37343363	10.1016/j.ebiom.2023.104670	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37619934	10.1016/j.jare.2023.08.014	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37813000	10.1016/j.neo.2023.100939	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37928040	10.1016/j.heliyon.2023.e21057	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
37951129	10.1016/j.esmoop.2023.102051	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
38099061	10.1016/j.synbio.2023.11.004	elsevier-or-cell_press	reads	SCRAPE-FROM-ARTICLE-HTML	Reads gap where cluster-side EuropePMC datalinks + NCBI elink + abstract-regex returned NONE. Cluster couldn't fetch the fulltext HTML (publisher CDN is Cloudflare-gated), so any accession embedded in a Data Availability section wasn't visible.	Fetch the Cloudflare-gated article HTML in primed Chrome, regex-extract INSDC accessions (broadened set: PRJ[END][AB]\d+, ERP\d+, SRP\d+, DRP\d+, DRA\d+, E-MTAB-\d+, E-GEOD-\d+, GSE\d+); dedupe; probe each against ENA (https://www.ebi.ac.uk/ena/portal/api/filereport?accession=<ACC>&result=read_run&fields=run_accession,fastq_bytes) to count runs + total_gb; append one row per PMID to data/wave2_local_reads_rescues.tsv (pmid,reads_accessions,reads_source=laptop_scrape,n_runs,total_gb).
38104000	10.1016/j.jcf.2023.12.004	elsevier-or-cell_press	supp	https://www.sciencedirect.com/science/article/pii/{PII}	Elsevier ScienceDirect supp — supp files hosted at https://ars.els-cdn.com/content/image/1-s2.0-{PII}-mmc{N}.{ext} ; filenames + N discoverable only by parsing the article HTML (JS-rendered supp panel).	1) Resolve PII via CrossRef; 2) navigate https://www.sciencedirect.com/science/article/pii/{PII} in primed Chrome; wait for JS supp panel to render (looking for div.Appendices or a[href*='mmc']); 3) extract every href matching 'https://ars.els-cdn.com/content/image/1-s2.0-<PII>-mmc<N>.<ext>' or '/pii/<PII>/1-s2.0-<PII>-mmc<N>.<ext>' ; 4) navigate each in the same browser context (cf_clearance + PII referer), page.expect_download() ; 5) magic-check ; 6) write to data/papers/PMID_{pmid}/supp/<name>.
28926134	10.1002/mc.22738	wiley	pdf	https://onlinelibrary.wiley.com/doi/10.1002/mc.22738	Wiley onlinelibrary.wiley.com — Cloudflare-gated from cluster IP.	Navigate https://onlinelibrary.wiley.com/doi/10.1002/mc.22738 in primed Chrome; PDF endpoint is https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mc.22738 ; page.expect_download() (auto-download prefs); %PDF magic check; write to data/papers/PMID_{pmid}/paper.pdf.
28926134	10.1002/mc.22738	wiley	supp	https://onlinelibrary.wiley.com/doi/10.1002/mc.22738	Wiley supp — links exposed on article HTML as https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002/mc.22738&file=<file> ; file names are per-article and require HTML parse.	"1) Navigate https://onlinelibrary.wiley.com/doi/10.1002/mc.22738 in primed Chrome; 2) parse DOM for anchors matching /action/downloadSupplement?doi=...&file=... (also try 'section.article-section__supporting-information a[href*=""downloadSupplement""]') ; 3) navigate each URL, page.expect_download(); 4) magic-check; 5) write to data/papers/PMID_{pmid}/supp/<file>."
